id,food_cd,group_name,food_name,research_year,maker_name,ref_name,serving_size,calorie,carbohydrate,protein,province,sugars,salt,cholesterol,saturated_fatty_acids,trans_fat
159,D000299,빵류,참치샌드위치,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),250,555.0,36.5,23.3,35.1,10.1,915.59,57.86,7.1,0.3
160,D000300,빵류,찹쌀도우넛,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),70,207.05,39.95,3.53,3.68,12.13,242.99,1.16,1.95,0.04
161,D000301,빵류,채소고로케,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,300.65,31.19,7.13,16.38,3.37,403.33,41.89,3.59,0.15
162,D000302,빵류,초콜릿케이크,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,420.24,43.6,5.31,24.96,23.13,170.0,50.84,14.39,0.38
163,D000303,빵류,치즈케이크,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,329.14,28.64,7.23,20.63,15.28,200.67,126.78,10.99,0.61
164,D000304,빵류,치즈피자,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,553.0,71.2,31.4,15.8,6.8,949.96,48.04,11.5,0.4
165,D000308,빵류,페이스트리빵,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),70,319.59,32.52,5.99,18.4,5.75,295.79,16.95,12.07,0.59
166,D000309,빵류,페퍼로니피자,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,532.0,70.3,29.4,14.8,7.5,945.22,41.73,10.9,0.4
167,D000310,빵류,포테이토피자,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),250,628.0,71.6,28.0,25.5,8.5,999.93,48.95,10.3,0.3
168,D000313,음료 및 차류,수정과,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,133.0,20.34,0.6,5.47,20.69,9.72,0.0,0.06,0.08
169,D000314,음료 및 차류,식혜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,130.14,24.32,2.3,2.63,17.04,3.38,0.0,0.07,0.0
170,D000316,장아찌 및 절임류,간장마늘쫑장아찌,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),50,30.0,5.4,1.0,0.5,3.9,813.64,0.0,0.0,0.0
171,D000317,장아찌 및 절임류,고추장마늘쫑장아찌,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),50,55.0,10.5,1.3,0.9,5.6,707.34,0.0,0.1,0.0
172,D000321,장아찌 및 절임류,매실장아찌,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,72.88,17.43,0.5,0.13,11.45,337.86,0.0,0.02,0.0
173,D000322,장아찌 및 절임류,무장아찌,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,23.92,5.03,0.44,0.23,2.88,879.81,0.04,0.01,0.0
174,D000327,전.적 및 부침류,낙지꼬지,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),80,75.35,2.83,13.14,1.28,0.0,207.07,133.75,0.14,0.01
175,D000329,전.적 및 부침류,소고기산적,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,453.07,7.33,48.41,25.57,0.0,1392.83,134.83,7.05,0.87
176,D000330,전.적 및 부침류,소라산적,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),80,120.1,6.45,17.92,2.51,0.85,396.68,100.34,0.38,0.01
177,D000331,전.적 및 부침류,오징어산적,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),80,101.71,3.6,17.37,1.98,0.92,477.11,234.25,0.27,0.0
178,D000333,전.적 및 부침류,홍합산적,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),80,156.66,10.58,17.78,4.8,3.34,719.72,60.71,0.83,0.04
179,D000334,전.적 및 부침류,가자미전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,230.28,6.91,25.76,11.06,0.3,819.37,176.27,2.24,0.05
180,D000336,전.적 및 부침류,고추전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,274.69,17.01,12.91,17.22,2.17,362.21,78.81,3.52,0.09
181,D000337,전.적 및 부침류,굴전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,195.0,14.5,10.6,10.5,1.3,325.7,96.88,2.1,0.1
182,D000339,전.적 및 부침류,깻잎전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,361.1,14.54,17.74,25.78,1.06,480.15,131.8,5.43,0.15
183,D000340,전.적 및 부침류,녹두빈대떡,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,207.94,20.93,7.94,10.27,0.1,232.05,12.48,2.26,0.06
184,D000342,전.적 및 부침류,동그랑땡(육원전),2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,309.2,12.68,19.62,20.0,0.98,553.09,103.27,4.66,0.12
185,D000343,전.적 및 부침류,동태전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,268.05,10.54,22.64,15.04,0.22,702.16,178.76,3.16,0.09
186,D000345,전.적 및 부침류,두부전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,254.64,7.5,20.46,15.87,0.03,317.15,3.28,2.01,0.04
187,D000346,전.적 및 부침류,미나리전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,226.41,34.23,5.24,7.62,1.74,248.7,11.89,1.23,0.05
188,D000347,전.적 및 부침류,배추전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,240.75,35.52,5.17,8.67,5.02,326.83,7.23,1.37,0.08
189,D000348,전.적 및 부침류,버섯전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,240.69,16.19,10.52,14.87,2.74,313.76,100.1,2.29,0.06
190,D000350,전.적 및 부침류,야채전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,194.0,21.6,5.4,9.5,2.4,321.52,43.15,2.1,0.1
191,D000351,전.적 및 부침류,파전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,292.8,34.81,6.83,14.03,0.79,345.96,46.14,2.26,0.07
192,D000353,전.적 및 부침류,햄부침,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,244.0,11.3,11.3,17.1,1.0,715.66,72.11,4.4,0.1
193,D000354,전.적 및 부침류,호박부침개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,129.0,10.1,3.9,8.1,3.6,174.33,52.48,1.7,0.1
194,D000355,전.적 및 부침류,호박전,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,208.1,16.1,6.48,13.09,2.85,276.95,92.52,2.34,0.06
195,D000356,전.적 및 부침류,화양적,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,272.65,21.35,13.58,14.77,1.21,797.03,123.25,3.82,0.1
196,D000357,조림류,가자미조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,297.98,21.5,37.1,7.1,10.5,1692.83,227.98,1.3,0.1
197,D000360,조림류,고추조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,111.0,13.4,3.3,4.9,7.1,779.1,7.09,0.7,0.0
198,D000362,조림류,동태조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),250,276.0,17.4,40.8,4.7,10.2,1391.69,218.45,1.1,0.2
199,D000363,조림류,돼지고기메추리알장조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),50,63.49,3.37,8.34,1.85,1.27,582.99,47.64,0.44,0.0
200,D000366,조림류,북어조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,181.86,17.14,20.83,3.33,8.2,765.95,99.63,0.67,0.05
201,D000367,조림류,소고기메추리알장조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),50,60.65,2.88,8.14,1.84,0.71,602.12,41.52,0.45,0.02
202,D000370,조림류,조기조림,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,384.0,12.8,41.1,18.8,4.5,1771.22,228.18,5.0,0.1
203,D000372,죽 및 스프류,게살죽,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),800,564.83,107.35,17.9,7.09,0.17,1453.82,50.16,2.11,0.07
204,D000373,죽 및 스프류,깨죽,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),800,515.35,79.31,13.66,15.94,3.59,1160.19,0.0,2.83,0.01
205,D000375,죽 및 스프류,백합죽,2019,부안,외식영양성분자료집 통합본(2012-2017년),700,455.28,84.7,16.5,5.6,0.0,996.8,32.1,1.3,0.0
206,D000376,죽 및 스프류,소고기버섯죽,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),800,578.28,109.03,18.75,7.47,0.26,1261.8,26.08,2.72,0.14
207,D000377,죽 및 스프류,어죽,2019,영동,외식영양성분자료집 통합본(2012-2017년),800,552.06,100.8,20.4,7.5,9.8,2105.53,35.47,1.7,0.0
208,D000378,죽 및 스프류,잣죽,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),700,874.48,155.28,19.18,19.63,2.36,878.81,0.0,1.99,0.24
209,D000380,죽 및 스프류,참치죽,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),800,659.6,104.57,24.19,16.06,1.36,1342.4,39.96,1.81,0.06
210,D000384,찌개 및 전골류,고등어찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,601.62,25.6,48.9,33.7,7.4,2584.06,156.06,7.1,0.3
211,D000385,찌개 및 전골류,김치찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),400,243.03,11.93,15.07,15.0,3.02,1962.14,25.18,2.76,0.03
212,D000386,찌개 및 전골류,꽁치찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,355.0,12.2,24.0,23.3,5.9,1296.4,63.32,4.9,2.9
213,D000389,찌개 및 전골류,두부전골,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),500,315.16,17.1,25.6,16.1,3.5,1650.77,8.85,2.4,0.0
214,D000390,찌개 및 전골류,버섯찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),400,167.56,15.4,14.7,5.2,4.4,1293.87,16.55,1.3,0.1
215,D000392,찌개 및 전골류,부대찌개,2019,의정부,외식영양성분자료집 통합본(2012-2017년),600,399.5,39.7,18.4,18.6,6.2,2321.9,52.54,5.4,0.1
216,D000393,찌개 및 전골류,새우젓두부찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,166.0,7.2,16.2,8.1,1.7,1123.08,10.71,1.6,0.0
217,D000394,찌개 및 전골류,소곱창전골,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,529.0,29.2,41.6,27.3,2.3,1779.63,453.19,8.3,0.5
218,D000399,찌개 및 전골류,햄김치찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,189.0,12.7,11.1,10.4,3.6,1583.05,29.12,3.7,0.1
219,D000400,찌개 및 전골류,호박찌개,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,95.0,12.2,5.6,2.6,5.8,1024.11,9.26,0.4,0.0
220,D000404,찜류,대구찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),500,376.42,24.7,51.7,7.9,5.7,1898.67,263.32,1.1,0.0
221,D000406,찜류,동태찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),500,394.32,25.8,50.9,9.7,5.7,1985.6,284.22,1.6,0.1
222,D000408,찜류,돼지등갈비찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),450,961.04,57.4,72.1,49.2,24.1,2395.17,199.57,16.1,0.3
223,D000409,찜류,돼지머리고기,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,650.0,3.5,42.4,52.0,0.1,333.64,171.1,15.2,0.4
224,D000410,찜류,매운갈비찜,2019,대구광역시 중구,외식영양성분자료집 통합본(2012-2017년),300,517.44,23.7,61.3,19.7,10.7,1138.51,163.29,8.0,0.5
225,D000414,찜류,북어찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,235.0,18.0,28.1,5.7,6.4,900.98,153.1,0.9,0.1
226,D000415,찜류,붕어찜,2019,광주,외식영양성분자료집 통합본(2012-2017년),1100,835.6,71.6,54.3,36.9,16.2,3952.03,186.23,5.8,0.3
227,D000416,찜류,소갈비찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),250,494.6,13.14,49.86,26.96,4.32,753.63,141.48,10.33,1.07
228,D000417,찜류,순대,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,542.42,58.36,19.56,25.64,3.5,1019.19,19.22,7.3,0.12
229,D000418,찜류,아구찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),400,310.87,17.47,48.3,5.31,0.69,1406.2,389.13,0.86,0.03
230,D000419,찜류,아구찜,2019,마산,외식영양성분자료집 통합본(2012-2017년),750,492.32,43.1,65.4,6.5,8.2,3425.72,420.21,1.1,0.0
231,D000420,찜류,안동찜닭,2019,안동,외식영양성분자료집 통합본(2012-2017년),1500,1364.21,139.5,114.2,38.8,66.8,5462.32,450.42,10.3,0.2
232,D000422,찜류,조기찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,182.12,1.64,20.06,10.59,0.0,602.03,138.43,2.85,0.08
233,D000424,찜류,참꼬막,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),80,90.79,4.59,12.47,2.5,0.0,234.16,65.03,0.38,0.02
234,D000426,찜류,해물찜,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),500,400.08,35.4,42.6,9.8,5.5,2137.21,419.16,1.5,0.0
235,D000432,국 및 탕류,곰탕,2019,나주,외식영양성분자료집 통합본(2012-2017년),300,183.25,18.1,19.4,3.7,0.5,716.36,50.41,1.5,0.1
236,D000433,국 및 탕류,광어매운탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,419.79,9.13,58.42,16.62,1.42,1799.02,375.05,3.04,0.08
237,D000436,국 및 탕류,낙지탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,187.8,10.4,29.4,3.2,1.9,1704.69,292.42,0.4,0.0
238,D000440,국 및 탕류,대구매운탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,361.75,16.84,57.36,7.21,1.09,1983.9,516.74,0.97,0.03
239,D000441,국 및 탕류,대구지리탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,262.02,9.9,41.6,6.2,1.5,1476.25,283.08,1.1,0.1
240,D000443,국 및 탕류,메기매운탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,400.0,48.6,28.6,10.2,5.7,1859.96,137.36,2.9,0.2
241,D000444,국 및 탕류,복지리탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,232.05,10.3,41.7,2.7,1.4,1349.98,209.78,0.4,0.0
242,D000447,국 및 탕류,소탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,86.37,1.9,7.66,5.35,0.03,353.59,0.0,0.58,0.01
243,D000448,국 및 탕류,아구탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,246.07,12.8,37.8,4.9,1.8,1863.34,318.93,0.8,0.0
244,D000450,국 및 탕류,어탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),150,85.87,1.82,12.7,3.09,0.0,485.08,52.57,0.44,0.01
245,D000451,국 및 탕류,연포탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),1000,541.64,20.19,94.9,9.03,0.23,2337.46,1057.46,1.75,0.08
246,D000453,국 및 탕류,우럭매운탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,406.82,11.24,52.15,17.03,1.08,1773.88,362.77,2.97,0.08
247,D000456,국 및 탕류,전복탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,196.85,15.8,26.8,3.0,1.3,1774.4,291.38,0.6,0.0
248,D000457,국 및 탕류,조기매운탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,384.38,17.3,35.1,19.4,4.3,2272.92,274.17,4.8,0.1
249,D000458,국 및 탕류,짱뚱어탕,2019,순천,외식영양성분자료집 통합본(2012-2017년),600,188.77,16.6,11.5,8.5,2.4,2050.9,22.22,0.9,0.0
250,D000460,국 및 탕류,추어탕,2019,남원,외식영양성분자료집 통합본(2012-2017년),1000,316.72,26.8,22.7,13.2,0.0,2635.78,90.31,1.9,0.0
251,D000461,국 및 탕류,해물탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),600,267.81,16.6,39.8,4.7,0.8,2046.24,469.49,0.8,0.0
252,D000463,튀김류,고구마맛탕,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,491.0,94.6,3.3,11.0,38.7,76.93,0.0,1.9,0.0
253,D000464,튀김류,고구마튀김,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,252.96,33.8,2.72,11.87,7.72,148.41,20.84,1.74,0.05
254,D000465,튀김류,고추튀김,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,202.0,14.6,7.6,12.6,2.3,249.15,35.91,2.7,0.1
255,D000468,튀김류,닭튀김,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),300,903.0,48.8,65.2,49.7,1.5,1244.48,177.93,13.0,0.4
256,D000469,튀김류,등심돈가스,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,623.83,38.49,32.99,37.54,3.66,574.08,98.16,9.12,0.26
257,D000470,튀김류,모래집튀김,2019,대구광역시 중구,외식영양성분자료집 통합본(2012-2017년),150,468.37,29.1,28.1,26.6,1.8,322.44,251.91,4.1,0.2
258,D000471,튀김류,미꾸라지튀김,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,387.49,28.85,10.89,25.39,0.3,324.47,50.15,3.89,0.15
259,D000473,튀김류,생선까스,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,653.44,46.56,24.33,41.1,1.96,788.62,72.72,7.96,0.25
260,D000474,튀김류,안심돈가스,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,651.75,34.25,33.28,42.4,2.77,551.55,105.47,8.55,0.25
261,D000475,튀김류,양념치킨,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,552.0,42.3,35.5,26.8,12.5,805.49,137.79,5.4,0.2
262,D000477,튀김류,쥐포튀김,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,356.91,42.5,9.62,16.49,7.96,717.02,28.7,2.29,0.1
263,D000479,튀김류,치즈돈가스,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),250,755.37,41.76,42.02,46.69,3.57,870.77,98.81,13.59,0.44
264,D000480,튀김류,치킨까스,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),200,593.0,44.02,27.91,33.92,4.15,779.27,72.97,8.42,0.27
265,D000481,포류,대구포,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),100,140.84,2.33,31.97,0.4,0.0,3875.95,107.15,0.17,0.0
266,D000483,과자류,매작과,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,123.86,19.83,2.25,3.95,4.93,29.83,10.03,0.7,0.03
267,D000484,과자류,산자,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,109.71,24.65,0.69,0.93,9.4,6.86,0.0,0.03,0.0
268,D000485,과자류,송화다식,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,110.83,22.19,2.49,1.34,8.0,4.04,0.0,0.27,0.0
269,D000486,과자류,약과,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,119.73,25.47,1.26,1.43,5.07,17.19,0.0,0.37,0.01
270,D000487,과자류,유과,2019,전국(대표),외식영양성분자료집 통합본(2012-2017년),30,127.09,22.27,0.84,3.85,7.24,6.84,0.0,0.41,0.01
271,D010001,빵류,글램핑 바비큐(오리지널 L),2019,도미노피자,식약처('19),157,410.0,0.0,17.0,0.0,10.0,744.0,0.0,7.0,0.0
272,D010002,빵류,글램핑 바비큐(나폴리M),2019,도미노피자,식약처('19),127,328.0,0.0,15.0,0.0,8.0,644.0,0.0,6.0,0.0
273,D010003,빵류,글램핑 바비큐(나폴리L),2019,도미노피자,식약처('19),126,312.0,0.0,16.0,0.0,10.0,734.0,0.0,7.0,0.0
274,D010004,빵류,글램핑 바비큐(씬 M),2019,도미노피자,식약처('19),105,266.0,0.0,13.0,0.0,8.0,596.0,0.0,5.0,0.0
275,D010005,빵류,글램핑 바비큐(씬 L),2019,도미노피자,식약처('19),103,273.0,0.0,13.0,0.0,9.0,591.0,0.0,7.0,0.0
276,D010006,빵류,글램핑 바비큐(슈퍼시드 함유 도우M),2019,도미노피자,식약처('19),172,485.0,0.0,24.0,0.0,14.0,1006.0,0.0,13.0,0.0
